gene	gencodeId	n_transcripts	max_median	second_median	multi_isoform_normal
MRRF	ENSG00000148187.17	12	14.510000228881836	7.25	True
MSMB	ENSG00000263639.5	2	3370.75	167.3300018310547	True
MSR1	ENSG00000038945.14	14	0.9800000190734863	0.6000000238418579	False
MTFR1L	ENSG00000117640.17	23	31.139999389648438	9.65999984741211	True
MXI1	ENSG00000119950.20	10	16.25	7.139999866485596	True
MYH10	ENSG00000133026.12	11	9.529999732971191	1.6299999952316284	True
MYH9	ENSG00000100345.20	11	129.61000061035156	9.359999656677246	True
MYLK	ENSG00000065534.18	21	66.80999755859375	37.02000045776367	True
MYO18A	ENSG00000196535.15	24	16.290000915527344	6.28000020980835	True
MYO1B	ENSG00000128641.18	15	4.980000019073486	3.5299999713897705	True
MYO6	ENSG00000196586.13	8	5.880000114440918	2.490000009536743	True
MYOF	ENSG00000138119.16	9	17.760000228881836	8.930000305175781	True
NAA40	ENSG00000110583.12	10	6.0	4.309999942779541	True
NAP1L1	ENSG00000187109.13	27	106.0999984741211	33.66999816894531	True
NBEA	ENSG00000172915.18	8	3.9200000762939453	0.9800000190734863	False
NBPF12	ENSG00000268043.7	8	4.090000152587891	2.240000009536743	True
NCOA3	ENSG00000124151.18	5	8.3100004196167	0.30000001192092896	False
NCOR1	ENSG00000141027.20	27	8.75	7.670000076293945	True
NCOR2	ENSG00000196498.13	24	19.510000228881836	16.520000457763672	True
NDRG1	ENSG00000104419.14	29	137.42999267578125	104.77999877929688	True
NEDD4L	ENSG00000049759.17	38	17.719999313354492	12.3100004196167	True
NEK8	ENSG00000160602.13	8	3.869999885559082	1.0499999523162842	True
NIN	ENSG00000100503.23	18	3.9600000381469727	1.0700000524520874	True
NKTR	ENSG00000114857.17	19	21.290000915527344	15.819999694824219	True
NKX3-1	ENSG00000167034.9	2	111.55999755859375	0.0	False
NMNAT2	ENSG00000157064.10	4	0.17000000178813934	0.0	False
NOP2	ENSG00000111641.11	23	8.5600004196167	7.820000171661377	True
NOX5	ENSG00000255346.9	9	0.20000000298023224	0.20000000298023224	False
NPHP3	ENSG00000113971.19	11	7.559999942779541	5.300000190734863	True
NPIPA5	ENSG00000183793.13	3	28.079999923706055	1.8899999856948853	True
NPL	ENSG00000135838.13	12	1.2000000476837158	0.7300000190734863	False
NPRL2	ENSG00000114388.12	17	6.360000133514404	3.5	True
NR4A1	ENSG00000123358.19	22	146.11000061035156	75.75	True
NRBP2	ENSG00000185189.17	10	22.09000015258789	19.209999084472656	True
NRCAM	ENSG00000091129.19	17	0.8999999761581421	0.18000000715255737	False
NSD1	ENSG00000165671.19	16	6.389999866485596	0.49000000953674316	False
NSFL1C	ENSG00000088833.17	13	15.479999542236328	12.539999961853027	True
NSMF	ENSG00000165802.21	11	16.440000534057617	14.010000228881836	True
NTNG1	ENSG00000162631.18	11	1.7699999809265137	0.5600000023841858	False
NUCKS1	ENSG00000069275.12	2	44.09000015258789	27.040000915527344	True
NUMB	ENSG00000133961.19	32	12.489999771118164	8.100000381469727	True
NWD1	ENSG00000188039.13	6	1.899999976158142	0.7699999809265137	False
ODF3B	ENSG00000177989.13	9	13.100000381469727	8.930000305175781	True
OGG1	ENSG00000114026.21	18	5.090000152587891	4.630000114440918	True
ORMDL1	ENSG00000128699.13	7	25.670000076293945	11.5	True
OSBPL3	ENSG00000070882.12	14	1.4800000190734863	0.5400000214576721	False
OSBPL6	ENSG00000079156.16	9	0.9300000071525574	0.30000001192092896	False
PAK6	ENSG00000137843.11	17	2.009999990463257	0.7099999785423279	False
PALM	ENSG00000099864.17	11	22.579999923706055	9.970000267028809	True
PATE1	ENSG00000171053.9	3	0.029999999329447746	0.0	False
PBRM1	ENSG00000163939.18	20	7.690000057220459	0.44999998807907104	False
PCDH11Y	ENSG00000099715.14	7	0.1599999964237213	0.03999999910593033	False
PCSK6	ENSG00000140479.16	21	0.46000000834465027	0.30000001192092896	False
PDCD2	ENSG00000071994.10	15	9.470000267028809	3.7300000190734863	True
PDDC1	ENSG00000177225.16	16	20.850000381469727	3.440000057220459	True
PDGFA	ENSG00000197461.13	6	18.979999542236328	3.0799999237060547	True
PDGFRB	ENSG00000113721.13	11	54.63999938964844	16.829999923706055	True
PDS5B	ENSG00000083642.18	9	5.949999809265137	4.429999828338623	True
PDZD2	ENSG00000133401.15	12	2.5899999141693115	0.9700000286102295	False
PFKM	ENSG00000152556.15	32	10.760000228881836	7.809999942779541	True
PGAP2	ENSG00000148985.19	37	7.75	6.789999961853027	True
PGRMC1	ENSG00000101856.9	2	76.56999969482422	0.6899999976158142	False
PI16	ENSG00000164530.13	3	12.670000076293945	3.7899999618530273	True
PIANP	ENSG00000139200.13	6	2.319999933242798	2.299999952316284	True
PIAS1	ENSG00000033800.13	8	8.359999656677246	6.21999979019165	True
PIAS2	ENSG00000078043.15	16	2.8499999046325684	1.7599999904632568	True
PIK3C2G	ENSG00000139144.9	7	0.1599999964237213	0.0	False
PIWIL1	ENSG00000125207.7	8	0.009999999776482582	0.0	False
PKM	ENSG00000067225.17	25	195.2100067138672	34.56999969482422	True
PKN1	ENSG00000123143.12	15	29.920000076293945	13.0	True
PLA2G4C	ENSG00000105499.13	24	8.329999923706055	1.6399999856948853	True
PLCB4	ENSG00000101333.16	13	3.380000114440918	0.8700000047683716	False
PLCD4	ENSG00000115556.13	15	1.809999942779541	1.659999966621399	True
PLEKHM1	ENSG00000225190.10	18	9.420000076293945	4.460000038146973	True
PMEPA1	ENSG00000124225.15	8	22.700000762939453	15.489999771118164	True
PML	ENSG00000140464.19	22	10.8100004196167	8.579999923706055	True
PODXL	ENSG00000128567.16	8	14.40999984741211	0.9800000190734863	False
POLM	ENSG00000122678.16	18	5.619999885559082	5.019999980926514	True
POLR2G	ENSG00000168002.11	8	53.34000015258789	5.730000019073486	True
POLR2J2		0	0.0	0.0	False
POLR2J3	ENSG00000168255.19	21	28.270000457763672	11.970000267028809	True
POPDC2	ENSG00000121577.13	9	7.289999961853027	4.869999885559082	True
PPM1B	ENSG00000138032.20	11	9.680000305175781	9.119999885559082	True
PPP2CA	ENSG00000113575.9	6	21.290000915527344	6.670000076293945	True
PRDM2	ENSG00000116731.22	14	11.260000228881836	10.550000190734863	True
PRICKLE4	ENSG00000278224.5	6	2.4000000953674316	2.1500000953674316	True
PRKAR2A	ENSG00000114302.15	7	8.84000015258789	0.33000001311302185	False
PROM2	ENSG00000155066.15	11	20.010000228881836	4.489999771118164	True
PRPF39	ENSG00000185246.17	12	9.329999923706055	7.980000019073486	True
PRSS55	ENSG00000184647.10	3	0.0	0.0	False
PRUNE2	ENSG00000106772.17	15	24.540000915527344	15.300000190734863	True
PSMA3	ENSG00000100567.12	13	41.15999984741211	14.25	True
PSMA7	ENSG00000101182.14	6	107.13999938964844	12.8100004196167	True
PTBP2	ENSG00000117569.18	11	7.670000076293945	4.349999904632568	True
PTEN	ENSG00000171862.10	6	15.390000343322754	10.699999809265137	True
PTGES3	ENSG00000110958.15	7	102.72000122070312	7.440000057220459	True
PTK2	ENSG00000169398.19	57	14.600000381469727	3.380000114440918	True
PTK2B	ENSG00000120899.17	17	16.670000076293945	5.78000020980835	True
PTK6	ENSG00000101213.6	2	1.1699999570846558	0.27000001072883606	False
PTOV1	ENSG00000104960.15	21	52.119998931884766	32.650001525878906	True
PTP4A2	ENSG00000184007.18	20	44.09000015258789	17.489999771118164	True
PTPN12	ENSG00000127947.15	16	24.670000076293945	1.0499999523162842	True
PVR	ENSG00000073008.14	6	5.980000019073486	3.2100000381469727	True
PWP1	ENSG00000136045.11	5	9.890000343322754	9.819999694824219	True
PXMP4	ENSG00000101417.11	3	4.550000190734863	0.4699999988079071	False
PXN	ENSG00000089159.16	22	32.86000061035156	12.75	True
QTRT1	ENSG00000213339.8	12	39.58000183105469	15.149999618530273	True
R3HDM1	ENSG00000048991.16	20	3.569999933242798	3.059999942779541	True
R3HDM2	ENSG00000179912.20	15	11.289999961853027	7.090000152587891	True
RAB11FIP3	ENSG00000090565.15	11	15.520000457763672	9.170000076293945	True
RAB3GAP1	ENSG00000115839.17	7	16.020000457763672	2.859999895095825	True
RAC1	ENSG00000136238.17	6	102.02999877929688	9.350000381469727	True
RAD51D	ENSG00000185379.20	23	1.9600000381469727	1.899999976158142	True
RALGAPA1	ENSG00000174373.16	19	8.359999656677246	5.599999904632568	True
RALGPS2	ENSG00000116191.17	9	3.880000114440918	0.27000001072883606	False
RALY	ENSG00000125970.11	10	73.58999633789062	15.8100004196167	True
RANGRF	ENSG00000108961.13	6	14.84000015258789	11.289999961853027	True
RAP1GAP	ENSG00000076864.19	13	6.75	3.3299999237060547	True
RASAL2	ENSG00000075391.16	5	2.630000114440918	0.8899999856948853	False
RBM26	ENSG00000139746.15	7	8.609999656677246	4.769999980926514	True
RBM6	ENSG00000004534.14	20	55.060001373291016	28.780000686645508	True
RC3H1	ENSG00000135870.11	6	4.070000171661377	0.2199999988079071	False
RCHY1	ENSG00000163743.13	13	5.480000019073486	2.740000009536743	True
RDH11	ENSG00000072042.12	11	106.91000366210938	9.279999732971191	True
REL	ENSG00000162924.13	2	1.149999976158142	0.5099999904632568	False
RELL2	ENSG00000164620.8	7	1.3600000143051147	1.0299999713897705	True
REPS2	ENSG00000169891.17	5	3.240000009536743	3.1700000762939453	True
REST	ENSG00000084093.16	12	3.2799999713897705	2.2799999713897705	True
RGS3	ENSG00000138835.22	32	15.59000015258789	1.909999966621399	True
RGS8	ENSG00000135824.12	7	0.009999999776482582	0.0	False
RGSL1	ENSG00000121446.18	21	0.0	0.0	False
RLN1	ENSG00000107018.7	2	1.409999966621399	0.5199999809265137	False
RNASEL	ENSG00000135828.11	2	4.739999771118164	0.550000011920929	False
RNF121	ENSG00000137522.17	14	7.949999809265137	1.9600000381469727	True
RPL27A	ENSG00000166441.12	12	787.2899780273438	331.6700134277344	True
RPL37A	ENSG00000197756.9	13	1870.780029296875	637.280029296875	True
RPP14	ENSG00000163684.11	6	2.700000047683716	2.0999999046325684	True
RPS24	ENSG00000138326.18	14	1460.8499755859375	1070.1199951171875	True
RPS9	ENSG00000170889.13	13	888.1500244140625	574.719970703125	True
RREB1	ENSG00000124782.19	10	7.650000095367432	0.23000000417232513	False
RUVBL2	ENSG00000183207.13	14	16.239999771118164	9.579999923706055	True
S100A1	ENSG00000160678.11	5	2.390000104904175	0.8399999737739563	False
SBF1	ENSG00000100241.20	8	12.460000038146973	11.039999961853027	True
SCAP	ENSG00000114650.18	15	17.149999618530273	7.949999809265137	True
SCNN1A	ENSG00000111319.12	23	27.81999969482422	13.449999809265137	True
SEC31A	ENSG00000138674.16	41	59.83000183105469	7.619999885559082	True
SELENBP1	ENSG00000143416.20	19	35.5099983215332	18.06999969482422	True
SEMA6C	ENSG00000143434.15	10	4.289999961853027	2.7799999713897705	True
SEPSECS	ENSG00000109618.11	7	3.490000009536743	0.12999999523162842	False
SEPT6	ENSG00000125354.22	9	4.099999904632568	3.6500000953674316	True
SGSM2	ENSG00000141258.12	14	43.279998779296875	17.31999969482422	True
SGSM3	ENSG00000100359.20	13	44.290000915527344	44.09000015258789	True
SHCBP1L	ENSG00000157060.15	5	0.0	0.0	False
SHROOM1	ENSG00000164403.14	8	24.889999389648438	10.0	True
SIMC1	ENSG00000170085.17	11	2.940000057220459	2.2300000190734863	True
SKA2	ENSG00000182628.12	10	7.639999866485596	3.6600000858306885	True
SLC15A4	ENSG00000139370.11	8	5.550000190734863	4.400000095367432	True
SLC25A16	ENSG00000122912.14	7	3.9800000190734863	3.799999952316284	True
SLC25A29	ENSG00000197119.12	20	32.060001373291016	21.8700008392334	True
SLC25A37	ENSG00000147454.13	12	34.70000076293945	14.920000076293945	True
SLC37A2	ENSG00000134955.11	6	3.9000000953674316	0.7900000214576721	False
SLC39A1	ENSG00000143570.17	11	51.70000076293945	1.25	True
SLC39A9	ENSG00000029364.11	11	9.0600004196167	8.15999984741211	True
SLC3A2	ENSG00000168003.16	23	45.939998626708984	41.959999084472656	True
SLC43A1	ENSG00000149150.8	10	8.600000381469727	3.880000114440918	True
SLC7A6	ENSG00000103064.13	16	6.050000190734863	2.359999895095825	True
SLK	ENSG00000065613.13	3	8.239999771118164	3.75	True
SMARCD3	ENSG00000082014.16	15	21.809999465942383	20.889999389648438	True
SMN1	ENSG00000172062.16	11	15.829999923706055	5.789999961853027	True
SMUG1	ENSG00000123415.15	25	10.039999961853027	7.320000171661377	True
SNRNP70	ENSG00000104852.14	10	131.85000610351562	98.91000366210938	True
SORBS1	ENSG00000095637.21	20	43.34000015258789	19.610000610351562	True
SORBS2	ENSG00000154556.17	64	18.979999542236328	5.900000095367432	True
SORT1	ENSG00000134243.11	10	7.619999885559082	5.570000171661377	True
SPAG8	ENSG00000137098.13	12	1.4900000095367432	0.9800000190734863	False
SPATA6L	ENSG00000106686.16	13	0.6499999761581421	0.49000000953674316	False
SPDEF	ENSG00000124664.10	2	97.9800033569336	9.850000381469727	True
SPOP	ENSG00000121067.17	22	19.139999389648438	9.369999885559082	True
SRSF5	ENSG00000100650.15	19	93.80000305175781	88.44999694824219	True
SSBP3	ENSG00000157216.15	16	23.1299991607666	12.399999618530273	True
ST7	ENSG00000004866.20	30	5.380000114440918	4.710000038146973	True
STAT3	ENSG00000168610.14	14	53.650001525878906	6.960000038146973	True
STEAP2	ENSG00000157214.13	10	24.020000457763672	22.5	True
STEAP3	ENSG00000115107.19	4	8.539999961853027	1.7300000190734863	True
STEAP4	ENSG00000127954.12	3	12.609999656677246	2.990000009536743	True
STK39	ENSG00000198648.10	3	15.649999618530273	7.400000095367432	True
STK4	ENSG00000101109.11	7	5.53000020980835	0.5	False
STRADA	ENSG00000266173.6	54	5.71999979019165	4.889999866485596	True
STX2	ENSG00000111450.13	4	7.46999979019165	0.5799999833106995	False
SUGP2	ENSG00000064607.16	15	35.709999084472656	25.8700008392334	True
SULT1A1	ENSG00000196502.11	11	5.659999847412109	1.5299999713897705	True
SUPT7L	ENSG00000119760.15	5	19.81999969482422	5.420000076293945	True
SVIL	ENSG00000197321.14	13	32.939998626708984	3.380000114440918	True
SYNPO2	ENSG00000172403.10	6	61.16999816894531	11.569999694824219	True
SYT7	ENSG00000011347.9	10	29.940000534057617	1.690000057220459	True
SYTL2	ENSG00000137501.17	30	4.570000171661377	4.329999923706055	True
TACC2	ENSG00000138162.18	30	36.04999923706055	10.600000381469727	True
TAF1C	ENSG00000103168.16	23	23.079999923706055	9.930000305175781	True
TBC1D1	ENSG00000065882.15	19	13.239999771118164	6.71999979019165	True
TBC1D2	ENSG00000095383.19	6	5.28000020980835	3.4000000953674316	True
TBC1D3	ENSG00000274611.3	1	0.0	0.0	False
TCAF1	ENSG00000198420.9	7	14.119999885559082	0.25999999046325684	False
TCAF2	ENSG00000170379.19	6	1.8899999856948853	0.33000001311302185	False
TCAIM	ENSG00000179152.19	12	3.390000104904175	3.2200000286102295	True
TCF12	ENSG00000140262.17	28	11.140000343322754	5.550000190734863	True
TCF7L2	ENSG00000148737.16	30	4.739999771118164	2.319999933242798	True
TCIRG1	ENSG00000110719.9	16	38.66999816894531	29.100000381469727	True
TEAD1	ENSG00000187079.16	7	9.800000190734863	0.5099999904632568	False
TEX9	ENSG00000151575.14	9	1.2300000190734863	0.7699999809265137	False
TGFB1I1	ENSG00000140682.18	17	37.72999954223633	13.09000015258789	True
TGFBR1	ENSG00000106799.12	10	8.369999885559082	0.0	False
TGFBR3	ENSG00000069702.10	11	12.529999732971191	0.3799999952316284	False
THAP9	ENSG00000168152.12	6	1.9800000190734863	0.23000000417232513	False
THOC5	ENSG00000100296.13	17	7.840000152587891	6.070000171661377	True
TMEFF2	ENSG00000144339.11	4	8.970000267028809	1.2300000190734863	True
TMEM104	ENSG00000109066.13	7	3.0199999809265137	1.2000000476837158	True
TMEM116	ENSG00000198270.12	18	2.630000114440918	1.840000033378601	True
TMEM168	ENSG00000146802.12	7	5.179999828338623	4.380000114440918	True
TMEM175	ENSG00000127419.16	22	10.550000190734863	7.070000171661377	True
TMEM91	ENSG00000142046.14	14	5.909999847412109	3.5299999713897705	True
TMOD2	ENSG00000128872.9	6	3.690000057220459	0.2199999988079071	False
TMPO	ENSG00000120802.13	13	8.739999771118164	3.119999885559082	True
TMPRSS2	ENSG00000184012.11	11	131.69000244140625	23.450000762939453	True
TNFRSF25	ENSG00000215788.9	20	8.449999809265137	3.609999895095825	True
TNK2	ENSG00000061938.16	22	28.350000381469727	12.289999961853027	True
TNKS1BP1	ENSG00000149115.13	7	55.58000183105469	51.130001068115234	True
TNS1	ENSG00000079308.16	21	103.7699966430664	2.180000066757202	True
TOM1L1	ENSG00000141198.14	23	6.860000133514404	3.569999933242798	True
TOM1L2	ENSG00000175662.17	14	32.86000061035156	3.509999990463257	True
TOP2B	ENSG00000077097.15	7	46.40999984741211	8.350000381469727	True
TPD52	ENSG00000076554.15	29	34.68000030517578	6.230000019073486	True
TPM1	ENSG00000140416.19	33	446.1499938964844	38.4900016784668	True
TPT1	ENSG00000133112.16	14	2111.429931640625	696.75	True
TRAPPC2	ENSG00000196459.13	8	4.71999979019165	2.7799999713897705	True
TRERF1	ENSG00000124496.12	5	3.0199999809265137	1.0	True
TRIM24	ENSG00000122779.17	6	6.070000171661377	1.2400000095367432	True
TRIM68	ENSG00000167333.12	7	10.329999923706055	3.859999895095825	True
TRIP10	ENSG00000125733.17	13	37.68000030517578	36.369998931884766	True
TRMT112	ENSG00000173113.6	6	56.689998626708984	43.79999923706055	True
TRMT1L	ENSG00000121486.11	4	4.170000076293945	0.9800000190734863	False
TRO	ENSG00000067445.20	25	8.510000228881836	7.5	True
TRPM8	ENSG00000144481.16	14	6.389999866485596	4.460000038146973	True
TRPS1	ENSG00000104447.12	12	4.449999809265137	1.1100000143051147	True
TRPT1	ENSG00000149743.13	16	15.619999885559082	9.710000038146973	True
TRPV6	ENSG00000165125.19	9	14.5	13.470000267028809	True
TSEN15	ENSG00000198860.11	7	7.440000057220459	6.139999866485596	True
TSEN2	ENSG00000154743.17	11	6.059999942779541	1.9299999475479126	True
TSPY1	ENSG00000258992.6	2	0.0	0.0	False
TTC14	ENSG00000163728.10	11	19.709999084472656	12.569999694824219	True
TTC7B	ENSG00000165914.14	15	7.480000019073486	5.239999771118164	True
TUBGCP6	ENSG00000128159.11	8	24.6299991607666	8.869999885559082	True
TUFT1	ENSG00000143367.15	7	6.21999979019165	1.190000057220459	True
TXNL4A	ENSG00000141759.14	12	37.439998626708984	9.859999656677246	True
U2AF1L4	ENSG00000161265.14	21	10.010000228881836	3.7200000286102295	True
UAP1	ENSG00000117143.13	7	11.5	10.180000305175781	True
UCHL5	ENSG00000116750.13	13	3.119999885559082	2.7100000381469727	True
UCK1	ENSG00000130717.12	9	21.479999542236328	3.950000047683716	True
UGT1A6	ENSG00000167165.18	8	0.23999999463558197	0.0	False
UHRF1	ENSG00000276043.4	7	0.3199999928474426	0.07999999821186066	False
UIMC1	ENSG00000087206.16	14	11.3100004196167	6.909999847412109	True
UNKL	ENSG00000059145.18	17	4.510000228881836	3.390000104904175	True
URGCP	ENSG00000106608.16	13	14.600000381469727	4.619999885559082	True
URI1	ENSG00000105176.17	13	22.8700008392334	3.9800000190734863	True
USP10	ENSG00000103194.15	19	17.440000534057617	5.559999942779541	True
USP2	ENSG00000036672.15	7	1.6200000047683716	0.5400000214576721	False
USP7	ENSG00000187555.14	21	16.829999923706055	10.9399995803833	True
VAMP1	ENSG00000139190.16	8	16.860000610351562	6.869999885559082	True
VCL	ENSG00000035403.17	7	31.93000030517578	20.75	True
VDR	ENSG00000111424.10	8	1.4600000381469727	0.0	False
VEGFA	ENSG00000112715.21	32	57.56999969482422	27.90999984741211	True
VEZT	ENSG00000028203.17	41	5.929999828338623	3.5799999237060547	True
VPS39	ENSG00000166887.15	14	19.540000915527344	16.15999984741211	True
VPS8	ENSG00000156931.15	28	6.239999771118164	3.509999990463257	True
WASF3	ENSG00000132970.12	3	5.510000228881836	2.5299999713897705	True
WASH4P	ENSG00000234769.7	1	2.109999895095825	0.0	False
WDFY3	ENSG00000163625.15	12	4.71999979019165	3.4200000762939453	True
WNK1	ENSG00000060237.16	21	12.470000267028809	2.549999952316284	True
WNK2	ENSG00000165238.16	16	9.760000228881836	8.279999732971191	True
XAF1	ENSG00000132530.16	19	20.790000915527344	4.78000020980835	True
XAGE1A	ENSG00000204379.10	4	0.0	0.0	False
XPC	ENSG00000154767.14	7	24.079999923706055	9.710000038146973	True
XRRA1	ENSG00000166435.15	20	3.740000009536743	1.4500000476837158	True
ZKSCAN3	ENSG00000189298.13	3	1.6699999570846558	1.2300000190734863	True
ZMYND8	ENSG00000101040.19	21	4.869999885559082	2.9700000286102295	True
ZNF131	ENSG00000172262.11	20	4.409999847412109	2.8399999141693115	True
ZNF185	ENSG00000147394.18	12	10.949999809265137	2.0899999141693115	True
ZNF207	ENSG00000010244.18	17	24.93000030517578	18.010000228881836	True
ZNF234	ENSG00000263002.7	4	2.2899999618530273	1.4500000476837158	True
ZNF438	ENSG00000183621.15	9	1.6299999952316284	1.25	True
ZNF561	ENSG00000171469.10	21	5.059999942779541	2.5799999237060547	True
ZNF611	ENSG00000213020.9	20	1.159999966621399	0.9300000071525574	False
ZNF66	ENSG00000160229.11	3	0.6800000071525574	0.25	False
ZNF670	ENSG00000277462.1	1	1.340000033378601	0.0	False
ZNF691	ENSG00000164011.17	8	5.570000171661377	2.390000104904175	True
ZNF76	ENSG00000065029.14	11	10.270000457763672	9.880000114440918	True
ZNF83	ENSG00000167766.18	19	43.369998931884766	17.540000915527344	True
ZNF846	ENSG00000196605.7	12	3.450000047683716	2.690000057220459	True
ZYX	ENSG00000159840.15	10	75.11000061035156	40.029998779296875	True
